,Office_2008,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes,dem_votes,repub_votes,county_polit_lean,county_perc_vote_dem,county_perc_vote_repub,county_state,county_stateV2,state_abb,hhi.political_lean,diversity.political_lean
2175,President 2008,Oklahoma,20081104,N/A,ELLIS,County,"1,909","1,627","McCain, John S. III",Challenger,282,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,345",R,85.23,14.77,0,0,85.23,14.77,NA,NA,NA,1310,169,-1141,0.885733604,0.114266396,Ellis County OK,Ellis OK,OK,0.797580826,0.202419174
2176,President 2008,Oklahoma,20081104,N/A,GARFIELD,County,"22,612","17,067","McCain, John S. III",Challenger,"5,545","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"11,522",R,75.48,24.52,0,0,75.48,24.52,NA,NA,NA,2091,716,-1375,0.744923406,0.255076594,Garfield County OK,Garfield OK,OK,0.619974949,0.380025051
2177,President 2008,Oklahoma,20081104,N/A,GARVIN,County,"10,738","7,710","McCain, John S. III",Challenger,"3,028","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"4,682",R,71.8,28.2,0,0,71.8,28.2,NA,NA,NA,1346,2521,1175,0.348073442,0.651926558,Garvin County OK,Garvin OK,OK,0.546163358,0.453836642
2178,President 2008,Oklahoma,20081104,N/A,GRADY,County,"20,715","15,195","McCain, John S. III",Challenger,"5,520","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"9,675",R,73.35,26.65,0,0,73.35,26.65,NA,NA,NA,2089,630,-1459,0.768297168,0.231702832,Grady County OK,Grady OK,OK,0.643966741,0.356033259
2179,President 2008,Oklahoma,20081104,N/A,GRANT,County,"2,350","1,836","McCain, John S. III",Challenger,514,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,322",R,78.13,21.87,0,0,78.13,21.87,NA,NA,NA,2173,229,-1944,0.904662781,0.095337219,Grant County OK,Grant OK,OK,0.827503933,0.172496067
2180,President 2008,Oklahoma,20081104,N/A,GREER,County,"2,114","1,548","McCain, John S. III",Challenger,566,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,982,R,73.23,26.77,0,0,73.23,26.77,NA,NA,NA,2210,148,-2062,0.937234945,0.062765055,Greer County OK,Greer OK,OK,0.882348794,0.117651206
2181,President 2008,Oklahoma,20081104,N/A,HARMON,County,"1,090",757,"McCain, John S. III",Challenger,333,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,424,R,69.45,30.55,0,0,69.45,30.55,NA,NA,NA,1630,2590,960,0.386255924,0.613744076,Harmon County OK,Harmon OK,OK,0.52587543,0.47412457
2182,President 2008,Oklahoma,20081104,N/A,HARPER,County,"1,563","1,342","McCain, John S. III",Challenger,221,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,121",R,85.86,14.14,0,0,85.86,14.14,NA,NA,NA,1184,88,-1096,0.93081761,0.06918239,Harper County OK,Harper OK,OK,0.871207626,0.128792374
2183,President 2008,Oklahoma,20081104,N/A,HASKELL,County,"4,681","3,207","McCain, John S. III",Challenger,"1,474","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,733",R,68.51,31.49,0,0,68.51,31.49,NA,NA,NA,172,1373,1201,0.111326861,0.888673139,Haskell County OK,Haskell OK,OK,0.802133618,0.197866382
2184,President 2008,Oklahoma,20081104,N/A,HUGHES,County,"4,843","3,134","McCain, John S. III",Challenger,"1,709","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,425",R,64.71,35.29,0,0,64.71,35.29,NA,NA,NA,260,1355,1095,0.160990712,0.839009288,Hughes County OK,Hughes OK,OK,0.729854595,0.270145405
2185,President 2008,Oklahoma,20081104,N/A,JACKSON,County,"8,983","6,719","McCain, John S. III",Challenger,"2,264","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"4,455",R,74.8,25.2,0,0,74.8,25.2,NA,NA,NA,891,2339,1448,0.275851393,0.724148607,Jackson County OK,Jackson OK,OK,0.600485196,0.399514804
2186,President 2008,Oklahoma,20081104,N/A,JEFFERSON,County,"2,457","1,652","McCain, John S. III",Challenger,805,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,847,R,67.24,32.76,0,0,67.24,32.76,NA,NA,NA,2677,175,-2502,0.938639551,0.061360449,Jefferson County OK,Jefferson OK,OK,0.884809312,0.115190688
2187,President 2008,Oklahoma,20081104,N/A,JOHNSTON,County,"3,957","2,708","McCain, John S. III",Challenger,"1,249","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,459",R,68.44,31.56,0,0,68.44,31.56,NA,NA,NA,94,996,902,0.086238532,0.913761468,Johnston County OK,Johnston OK,OK,0.842397105,0.157602895
2188,President 2008,Oklahoma,20081104,N/A,KAY,County,"18,693","13,230","McCain, John S. III",Challenger,"5,463","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"7,767",R,70.78,29.22,0,0,70.78,29.22,NA,NA,NA,2081,522,-1559,0.799462159,0.200537841,Kay County OK,Kay OK,OK,0.679355169,0.320644831
2189,President 2008,Oklahoma,20081104,N/A,KINGFISHER,County,"6,381","5,372","McCain, John S. III",Challenger,"1,009","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"4,363",R,84.19,15.81,0,0,84.19,15.81,NA,NA,NA,4,2039,2035,0.001957905,0.998042095,Kingfisher County OK,Kingfisher OK,OK,0.996091857,0.003908143
2190,President 2008,Oklahoma,20081104,N/A,KIOWA,County,"3,763","2,537","McCain, John S. III",Challenger,"1,226","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,311",R,67.42,32.58,0,0,67.42,32.58,NA,NA,NA,82,954,872,0.079150579,0.920849421,Kiowa County OK,Kiowa OK,OK,0.85422847,0.14577153
2191,President 2008,Oklahoma,20081104,N/A,LATIMER,County,"4,173","2,860","McCain, John S. III",Challenger,"1,313","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,547",R,68.54,31.46,0,0,68.54,31.46,NA,NA,NA,121,1039,918,0.104310345,0.895689655,Latimer County OK,Latimer OK,OK,0.813140606,0.186859394
2192,President 2008,Oklahoma,20081104,N/A,LE FLORE,County,"16,741","11,605","McCain, John S. III",Challenger,"5,136","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"6,469",R,69.32,30.68,0,0,69.32,30.68,NA,NA,NA,2029,400,-1629,0.835323178,0.164676822,Le Flore County OK,Le Flore OK,OK,0.724883268,0.275116732
2193,President 2008,Oklahoma,20081104,N/A,LINCOLN,County,"13,974","10,470","McCain, John S. III",Challenger,"3,504","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"6,966",R,74.92,25.08,0,0,74.92,25.08,NA,NA,NA,1471,301,-1170,0.83013544,0.16986456,Lincoln County OK,Lincoln OK,OK,0.717978818,0.282021182
2194,President 2008,Oklahoma,20081104,N/A,LOGAN,County,"18,273","12,556","McCain, John S. III",Challenger,"5,717","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"6,839",R,68.71,31.29,0,0,68.71,31.29,NA,NA,NA,2112,475,-1637,0.816389641,0.183610359,Logan County OK,Logan OK,OK,0.700204809,0.299795191
2195,President 2008,Oklahoma,20081104,N/A,LOVE,County,"3,846","2,589","McCain, John S. III",Challenger,"1,257","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,332",R,67.32,32.68,0,0,67.32,32.68,NA,NA,NA,99,965,866,0.093045113,0.906954887,Love County OK,Love OK,OK,0.83122456,0.16877544
2196,President 2008,Oklahoma,20081104,N/A,MAJOR,County,"3,471","2,956","McCain, John S. III",Challenger,515,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,441",R,85.16,14.84,0,0,85.16,14.84,NA,NA,NA,2174,1072,-1102,0.669747381,0.330252619,Major County OK,Major OK,OK,0.557628347,0.442371653
2197,President 2008,Oklahoma,20081104,N/A,MARSHALL,County,"5,373","3,730","McCain, John S. III",Challenger,"1,643","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,087",R,69.42,30.58,0,0,69.42,30.58,NA,NA,NA,239,1486,1247,0.138550725,0.861449275,Marshall County OK,Marshall OK,OK,0.761291157,0.238708843
2198,President 2008,Oklahoma,20081104,N/A,MAYES,County,"15,983","10,234","McCain, John S. III",Challenger,"5,749","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"4,485",R,64.03,35.97,0,0,64.03,35.97,NA,NA,NA,2116,283,-1833,0.882034181,0.117965819,Mayes County OK,Mayes OK,OK,0.791900231,0.208099769
2199,President 2008,Oklahoma,20081104,N/A,MCCLAIN,County,"14,744","11,193","McCain, John S. III",Challenger,"3,551","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"7,642",R,75.92,24.08,0,0,75.92,24.08,NA,NA,NA,1482,370,-1112,0.800215983,0.199784017,Mcclain County OK,Mcclain OK,OK,0.680259273,0.319740727
2200,President 2008,Oklahoma,20081104,N/A,MCCURTAIN,County,"10,539","7,745","McCain, John S. III",Challenger,"2,794","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"4,951",R,73.49,26.51,0,0,73.49,26.51,NA,NA,NA,1045,2527,1482,0.292553191,0.707446809,Mccurtain County OK,Mccurtain OK,OK,0.586068357,0.413931643
2201,President 2008,Oklahoma,20081104,N/A,MCINTOSH,County,"8,223","4,903","McCain, John S. III",Challenger,"3,320","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,583",R,59.63,40.37,0,0,59.63,40.37,NA,NA,NA,1422,1870,448,0.431956258,0.568043742,Mcintosh County OK,Mcintosh OK,OK,0.509259902,0.490740098
2202,President 2008,Oklahoma,20081104,N/A,MURRAY,County,"5,338","3,746","McCain, John S. III",Challenger,"1,592","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,154",R,70.18,29.82,0,0,70.18,29.82,NA,NA,NA,216,1490,1274,0.126611958,0.873388042,Murray County OK,Murray OK,OK,0.77883726,0.22116274
2203,President 2008,Oklahoma,20081104,N/A,MUSKOGEE,County,"26,583","15,289","McCain, John S. III",Challenger,"11,294","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"3,995",R,57.51,42.49,0,0,57.51,42.49,NA,NA,NA,434,637,203,0.405228758,0.594771242,Muskogee County OK,Muskogee OK,OK,0.517963177,0.482036823
2204,President 2008,Oklahoma,20081104,N/A,NOBLE,County,"5,055","3,881","McCain, John S. III",Challenger,"1,174","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,707",R,76.78,23.22,0,0,76.78,23.22,NA,NA,NA,62,1522,1460,0.039141414,0.960858586,Noble County OK,Noble OK,OK,0.924781272,0.075218728
2205,President 2008,Oklahoma,20081104,N/A,NOWATA,County,"4,442","3,031","McCain, John S. III",Challenger,"1,411","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,620",R,68.24,31.76,0,0,68.24,31.76,NA,NA,NA,155,1322,1167,0.104942451,0.895057549,Nowata County OK,Nowata OK,OK,0.812140934,0.187859066
2206,President 2008,Oklahoma,20081104,N/A,OKFUSKEE,County,"4,123","2,643","McCain, John S. III",Challenger,"1,480","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,163",R,64.1,35.9,0,0,64.1,35.9,NA,NA,NA,176,980,804,0.152249135,0.847750865,Okfuskee County OK,Okfuskee OK,OK,0.741861328,0.258138672
2207,President 2008,Oklahoma,20081104,N/A,OKLAHOMA,County,"279,354","163,172","McCain, John S. III",Challenger,"116,182","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"46,990",R,58.41,41.59,0,0,58.41,41.59,NA,NA,NA,479,711,232,0.402521008,0.597478992,Oklahoma County OK,Oklahoma OK,OK,0.519004308,0.480995692
2208,President 2008,Oklahoma,20081104,N/A,OKMULGEE,County,"14,918","8,727","McCain, John S. III",Challenger,"6,191","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,536",R,58.5,41.5,0,0,58.5,41.5,NA,NA,NA,2256,2690,434,0.456126163,0.543873837,Okmulgee County OK,Okmulgee OK,OK,0.503849827,0.496150173
2209,President 2008,Oklahoma,20081104,N/A,OSAGE,County,"19,658","12,160","McCain, John S. III",Challenger,"7,498","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"4,662",R,61.86,38.14,0,0,61.86,38.14,NA,NA,NA,2484,455,-2029,0.845185437,0.154814563,Osage County OK,Osage OK,OK,0.738305972,0.261694028
2210,President 2008,Oklahoma,20081104,N/A,OTTAWA,County,"11,173","6,905","McCain, John S. III",Challenger,"4,268","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,637",R,61.8,38.2,0,0,61.8,38.2,NA,NA,NA,1756,2361,605,0.426524168,0.573475832,Ottawa County OK,Ottawa OK,OK,0.510797396,0.489202604
2211,President 2008,Oklahoma,20081104,N/A,PAWNEE,County,"6,596","4,533","McCain, John S. III",Challenger,"2,063","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,470",R,68.72,31.28,0,0,68.72,31.28,NA,NA,NA,830,1802,972,0.315349544,0.684650456,Pawnee County OK,Pawnee OK,OK,0.568191582,0.431808418
2212,President 2008,Oklahoma,20081104,N/A,PAYNE,County,"29,036","18,435","McCain, John S. III",Challenger,"10,601","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"7,834",R,63.49,36.51,0,0,63.49,36.51,NA,NA,NA,385,762,377,0.335658239,0.664341761,Payne County OK,Payne OK,OK,0.554016429,0.445983571
2213,President 2008,Oklahoma,20081104,N/A,PITTSBURG,County,"17,209","11,752","McCain, John S. III",Challenger,"5,457","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"6,295",R,68.29,31.71,0,0,68.29,31.71,NA,NA,NA,2080,408,-1672,0.836012862,0.163987138,Pittsburg County OK,Pittsburg OK,OK,0.725809287,0.274190713
2214,President 2008,Oklahoma,20081104,N/A,PONTOTOC,County,"14,262","9,750","McCain, John S. III",Challenger,"4,512","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"5,238",R,68.36,31.64,0,0,68.36,31.64,NA,NA,NA,1812,2847,1035,0.388924662,0.611075338,Pontotoc County OK,Pontotoc OK,OK,0.524675461,0.475324539
2215,President 2008,Oklahoma,20081104,N/A,POTTAWATOMIE,County,"25,663","17,753","McCain, John S. III",Challenger,"7,910","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"9,843",R,69.18,30.82,0,0,69.18,30.82,NA,NA,NA,2523,741,-1782,0.772977941,0.227022059,Pottawatomie County OK,Pottawatomie OK,OK,0.649033913,0.350966087
2216,President 2008,Oklahoma,20081104,N/A,PUSHMATAHA,County,"4,473","3,208","McCain, John S. III",Challenger,"1,265","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,943",R,71.72,28.28,0,0,71.72,28.28,NA,NA,NA,102,1374,1272,0.069105691,0.930894309,Pushmataha County OK,Pushmataha OK,OK,0.871339811,0.128660189
2217,President 2008,Oklahoma,20081104,N/A,ROGER MILLS,County,"1,789","1,502","McCain, John S. III",Challenger,287,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,215",R,83.96,16.04,0,0,83.96,16.04,NA,NA,NA,1314,137,-1177,0.905582357,0.094417643,Roger Mills County OK,Roger Mills OK,OK,0.828994097,0.171005903
2218,President 2008,Oklahoma,20081104,N/A,ROGERS,County,"38,515","27,743","McCain, John S. III",Challenger,"10,772","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"16,971",R,72.03,27.97,0,0,72.03,27.97,NA,NA,NA,392,1267,875,0.23628692,0.76371308,Rogers County OK,Rogers OK,OK,0.639089177,0.360910823
2219,President 2008,Oklahoma,20081104,N/A,SEMINOLE,County,"8,577","5,600","McCain, John S. III",Challenger,"2,977","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,623",R,65.29,34.71,0,0,65.29,34.71,NA,NA,NA,1096,2077,981,0.345414434,0.654585566,Seminole County OK,Seminole OK,OK,0.547793394,0.452206606
2220,President 2008,Oklahoma,20081104,N/A,SEQUOYAH,County,"13,920","9,466","McCain, John S. III",Challenger,"4,454","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"5,012",R,68,32,0,0,68,32,NA,NA,NA,1797,2818,1021,0.389382449,0.610617551,Sequoyah County OK,Sequoyah OK,OK,0.524472485,0.475527515
2221,President 2008,Oklahoma,20081104,N/A,STEPHENS,County,"18,932","14,394","McCain, John S. III",Challenger,"4,538","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"9,856",R,76.03,23.97,0,0,76.03,23.97,NA,NA,NA,1816,584,-1232,0.756666667,0.243333333,Stephens County OK,Stephens OK,OK,0.631755556,0.368244444
2222,President 2008,Oklahoma,20081104,N/A,TEXAS,County,"6,259","5,336","McCain, John S. III",Challenger,923,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"4,413",R,85.25,14.75,0,0,85.25,14.75,NA,NA,NA,2807,2036,-771,0.579599422,0.420400578,Texas County OK,Texas OK,OK,0.512672136,0.487327864
2223,President 2008,Oklahoma,20081104,N/A,TILLMAN,County,"3,237","2,195","McCain, John S. III",Challenger,"1,042","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,153",R,67.81,32.19,0,0,67.81,32.19,NA,NA,NA,12,871,859,0.013590034,0.986409966,Tillman County OK,Tillman OK,OK,0.97318931,0.02681069
2224,President 2008,Oklahoma,20081104,N/A,TULSA,County,"254,496","158,363","McCain, John S. III",Challenger,"96,133","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"62,230",R,62.23,37.77,0,0,62.23,37.77,NA,NA,NA,2824,678,-2146,0.806396345,0.193603655,Tulsa County OK,Tulsa OK,OK,0.68775744,0.31224256
2225,President 2008,Oklahoma,20081104,N/A,WAGONER,County,"30,251","21,441","McCain, John S. III",Challenger,"8,810","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"12,631",R,70.88,29.12,0,0,70.88,29.12,NA,NA,NA,2659,1127,-1532,0.702324353,0.297675647,Wagoner County OK,Wagoner OK,OK,0.581870288,0.418129712
2226,President 2008,Oklahoma,20081104,N/A,WASHINGTON,County,"22,765","16,457","McCain, John S. III",Challenger,"6,308","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"10,149",R,72.29,27.71,0,0,72.29,27.71,NA,NA,NA,2267,692,-1575,0.766137209,0.233862791,Washington County OK,Washington OK,OK,0.641658028,0.358341972
2227,President 2008,Oklahoma,20081104,N/A,WASHITA,County,"4,776","3,724","McCain, John S. III",Challenger,"1,052","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,672",R,77.97,22.03,0,0,77.97,22.03,NA,NA,NA,18,1485,1467,0.011976048,0.988023952,Washita County OK,Washita OK,OK,0.976334756,0.023665244
2228,President 2008,Oklahoma,20081104,N/A,WOODS,County,"3,916","3,043","McCain, John S. III",Challenger,873,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,170",R,77.71,22.29,0,0,77.71,22.29,NA,NA,NA,2714,1327,-1387,0.671615937,0.328384063,Woods County OK,Woods OK,OK,0.558904059,0.441095941
2229,President 2008,Oklahoma,20081104,N/A,WOODWARD,County,"7,754","6,404","McCain, John S. III",Challenger,"1,350","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,N/A,"5,054",R,82.59,17.41,0,0,82.59,17.41,NA,NA,NA,133,2298,2165,0.054709996,0.945290004,Woodward County OK,Woodward OK,OK,0.896566376,0.103433624
2230,President 2008,Oregon,20081104,N/A,BAKER,County,"8,777","5,650","McCain, John S. III",Challenger,"2,805","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,322,"2,845",R,64.37,31.96,0,3.67,66.82,33.18,NA,NA,NA,1049,2082,1033,0.335036729,0.664963271,Baker County OR,Baker OR,OR,0.554425761,0.445574239
2231,President 2008,Oregon,20081104,N/A,BENTON,County,"46,478","15,264","McCain, John S. III",Challenger,"29,901","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,313","14,637",D,32.84,64.33,0,2.82,33.8,66.2,NA,NA,NA,1328,636,-692,0.676171079,0.323828921,Benton County OR,Benton OR,OR,0.562072498,0.437927502
2232,President 2008,Oregon,20081104,N/A,CLACKAMAS,County,"191,878","83,595","McCain, John S. III",Challenger,"103,476","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"4,807","19,881",D,43.57,53.93,0,2.51,44.69,55.31,NA,NA,NA,404,2733,2329,0.128785464,0.871214536,Clackamas County OR,Clackamas OR,OR,0.775600464,0.224399536
2233,President 2008,Oregon,20081104,N/A,CLATSOP,County,"18,548","7,192","McCain, John S. III",Challenger,"10,701","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,655,"3,509",D,38.78,57.69,0,3.53,40.19,59.81,NA,NA,NA,390,2467,2077,0.136506825,0.863493175,Clatsop County OR,Clatsop OR,OR,0.764254576,0.235745424
2234,President 2008,Oregon,20081104,N/A,COLUMBIA,County,"24,768","10,413","McCain, John S. III",Challenger,"13,390","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,965,"2,977",D,42.04,54.06,0,3.9,43.75,56.25,NA,NA,NA,564,298,-266,0.654292343,0.345707657,Columbia County OR,Columbia OR,OR,0.547612254,0.452387746
2235,President 2008,Oregon,20081104,N/A,COOS,County,"30,951","15,354","McCain, John S. III",Challenger,"14,401","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,196",953,R,49.61,46.53,0,3.86,51.6,48.4,NA,NA,NA,610,641,31,0.487609912,0.512390088,Coos County OR,Coos OR,OR,0.500307029,0.499692971
2236,President 2008,Oregon,20081104,N/A,CROOK,County,"10,352","6,371","McCain, John S. III",Challenger,"3,632","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,349,"2,739",R,61.54,35.09,0,3.37,63.69,36.31,NA,NA,NA,1499,2289,790,0.395723337,0.604276663,Crook County OR,Crook OR,OR,0.521747245,0.478252755
2237,President 2008,Oregon,20081104,N/A,CURRY,County,"12,332","6,646","McCain, John S. III",Challenger,"5,230","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,456,"1,416",R,53.89,42.41,0,3.7,55.96,44.04,NA,NA,NA,2045,2326,281,0.467856326,0.532143674,Curry County OR,Curry OR,OR,0.502066432,0.497933568
2238,President 2008,Oregon,20081104,N/A,DESCHUTES,County,"79,782","39,064","McCain, John S. III",Challenger,"38,819","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,899",245,R,48.96,48.66,0,2.38,50.16,49.84,NA,NA,NA,1680,1668,-12,0.501792115,0.498207885,Deschutes County OR,Deschutes OR,OR,0.500006423,0.499993577
2239,President 2008,Oregon,20081104,N/A,DOUGLAS,County,"52,937","30,919","McCain, John S. III",Challenger,"20,298","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,720","10,621",R,58.41,38.34,0,3.25,60.37,39.63,NA,NA,NA,1113,1558,445,0.416697866,0.583302134,Douglas County OR,Douglas OR,OR,0.513878491,0.486121509
2240,President 2008,Oregon,20081104,N/A,GILLIAM,County,"1,110",648,"McCain, John S. III",Challenger,430,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,32,218,R,58.38,38.74,0,2.88,60.11,39.89,NA,NA,NA,1947,2412,465,0.446662078,0.553337922,Gilliam County OR,Gilliam OR,OR,0.505689868,0.494310132
2241,President 2008,Oregon,20081104,N/A,GRANT,County,"3,909","2,785","McCain, John S. III",Challenger,"1,006","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,118,"1,779",R,71.25,25.74,0,3.02,73.46,26.54,NA,NA,NA,3,1016,1013,0.002944063,0.997055937,Grant County OR,Grant OR,OR,0.994129209,0.005870791
2242,President 2008,Oregon,20081104,N/A,HARNEY,County,"3,683","2,595","McCain, John S. III",Challenger,950,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,138,"1,645",R,70.46,25.79,0,3.75,73.2,26.8,NA,NA,NA,2820,967,-1853,0.744652759,0.255347241,Harney County OR,Harney OR,OR,0.619709945,0.380290055
2243,President 2008,Oregon,20081104,N/A,HOOD RIVER,County,"9,830","3,265","McCain, John S. III",Challenger,"6,302","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,263,"3,037",D,33.21,64.11,0,2.68,34.13,65.87,NA,NA,NA,2266,1383,-883,0.620992053,0.379007947,Hood River County OR,Hood River OR,OR,0.529278154,0.470721846
2244,President 2008,Oregon,20081104,N/A,JACKSON,County,"101,047","49,043","McCain, John S. III",Challenger,"49,090","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,914",47,D,48.53,48.58,0,2.88,49.98,50.02,NA,NA,NA,1995,1967,-28,0.503533569,0.496466431,Jackson County OR,Jackson OR,OR,0.500024972,0.499975028
2245,President 2008,Oregon,20081104,N/A,JEFFERSON,County,"8,318","4,402","McCain, John S. III",Challenger,"3,682","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,234,720,R,52.92,44.27,0,2.81,54.45,45.55,NA,NA,NA,1509,1771,262,0.460060976,0.539939024,Jefferson County OR,Jefferson OR,OR,0.503190251,0.496809749
2246,President 2008,Oregon,20081104,N/A,JOSEPHINE,County,"42,049","22,973","McCain, John S. III",Challenger,"17,412","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,664","5,561",R,54.63,41.41,0,3.96,56.88,43.12,NA,NA,NA,726,1164,438,0.384126984,0.615873016,Josephine County OR,Josephine OR,OR,0.526853112,0.473146888
2247,President 2008,Oregon,20081104,N/A,KLAMATH,County,"29,399","19,113","McCain, John S. III",Challenger,"9,370","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,916,"9,743",R,65.01,31.87,0,3.12,67.1,32.9,NA,NA,NA,2754,794,-1960,0.77621195,0.22378805,Klamath County OR,Klamath OR,OR,0.652586083,0.347413917
2248,President 2008,Oregon,20081104,N/A,LAKE,County,"3,688","2,638","McCain, John S. III",Challenger,957,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,93,"1,681",R,71.53,25.95,0,2.52,73.38,26.62,NA,NA,NA,2822,978,-1844,0.742631579,0.257368421,Lake County OR,Lake OR,OR,0.617740166,0.382259834
2249,President 2008,Oregon,20081104,N/A,LANE,County,"182,910","63,835","McCain, John S. III",Challenger,"114,037","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"5,038","50,202",D,34.9,62.35,0,2.75,35.89,64.11,NA,NA,NA,477,2399,1922,0.165855355,0.834144645,Lane County OR,Lane OR,OR,0.723305288,0.276694712
2250,President 2008,Oregon,20081104,N/A,LINCOLN,County,"23,889","8,791","McCain, John S. III",Challenger,"14,258","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,840,"5,467",D,36.8,59.68,0,3.52,38.14,61.86,NA,NA,NA,605,2695,2090,0.183333333,0.816666667,Lincoln County OR,Lincoln OR,OR,0.700555556,0.299444444
